LON,LAT,NUMBER,STREET
-134.4050291,58.3005279,157,S Franklin St
-134.4410851,58.3002975,3828,N Douglas Hwy
-134.4250908,58.3003918,1200,W Ninth St
-134.4188192,58.300302,601,W Willoughby Ave
-134.4033906,58.3005469,,Gastineau Ave
-134.4218353,58.3001555,800,F St
-134.4127887,58.300482,,
-134.4049223,58.300503,159,S Franklin St
-134.4191607,58.3002458,711,W Willoughby Ave
-134.4095786,58.3004654,135,W Second St
-134.4193899,58.3002479,,
-134.4197396,58.2997826,,
-134.4407737,58.3001863,3824,N Douglas Hwy
-134.4169943,58.2997948,601,W Willoughby Ave
-134.4042631,58.3004403,165,S Franklin St
-134.4239899,58.3003468,1033,W Ninth St
-134.425452,58.3002623,1200,W Ninth St
-134.4106316,58.3003618,214,Dixon St
-134.4048925,58.300448,159,S Franklin St
-134.4241499,58.3003543,1037,W Ninth St
-134.4032451,58.3004351,,Gastineau Ave
-134.4242601,58.3003148,1105,W Ninth St
-134.4061564,58.3003325,233,Front St
-134.4060457,58.3004359,237,Front St
-134.4059518,58.3002725,241,Front St
-134.4048306,58.3003911,165,S Franklin St
-134.4056916,58.3003397,148,S Franklin St
-134.4041149,58.3003296,,
-134.4047541,58.3003317,165,S Franklin St
-134.4240161,58.3002468,1037,W Ninth St
-134.4032182,58.3002867,203,Gastineau Ave
-134.4056382,58.300251,154,S Franklin St
-134.4046785,58.3002763,175,S Franklin St
-134.4246164,58.299869,,
-134.4241265,58.3002079,1037,W Ninth St
-134.44157,58.3000764,3830,N Douglas Hwy
-134.4039685,58.300218,,
-134.4055738,58.3001601,162,S Franklin St
-134.4045695,58.3001941,175,S Franklin St
-134.4412456,58.2999634,3820,N Douglas Hwy
-134.4101655,58.3001427,128,Dixon St
-134.4029594,58.3002075,213,Gastineau Ave
-134.4054631,58.3000988,170,S Franklin St
-134.4249489,58.3000156,,
-134.4407605,58.2999951,3824,N Douglas Hwy
-134.4031829,58.3001408,215,Gastineau Ave
-134.4038222,58.3001062,,
-134.4044604,58.3001144,175,S Franklin St
-134.4103352,58.3000796,128,Dixon St
-134.440523,58.2998024,3810,N Douglas Hwy
-134.4053582,58.3000358,170,S Franklin St
-134.4028346,58.3000907,,
-134.4183731,58.2997564,601,W Willoughby Ave
-134.425271,58.2999037,,
-134.4043906,58.3000578,195,S Franklin St
-134.4187684,58.2999545,601,W Willoughby Ave
-134.4099334,58.3000139,124,Dixon St
-134.4036742,58.2999986,,
-134.4052627,58.2999939,184,S Franklin St
-134.4030585,58.3000234,223,Gastineau Ave
-134.4409721,58.2998505,3820,N Douglas Hwy
-134.4043556,58.3000149,195,S Franklin St
-134.4191466,58.2999198,601,W Willoughby Ave
-134.4234684,58.2997969,1107,W Eighth St
-134.405225,58.2999491,184,S Franklin St
-134.4042639,58.2999638,207,S Franklin St
-134.4194555,58.2995388,601,W Willoughby Ave
-134.4028401,58.2999316,227,Gastineau Ave
-134.4172436,58.2997636,601,W Willoughby Ave
-134.4057832,58.2998302,171,Shattuck Way
-134.4235653,58.2997579,1107,W Eighth St
-134.4255814,58.2997972,1255,W Ninth St
-134.4237903,58.2995376,1111,W Eighth St
-134.4231066,58.2998395,,
-134.4034285,58.2999164,224,Gastineau Ave
-134.4101043,58.2998171,51,Egan Dr
-134.4050828,58.2998815,192,S Franklin St
-134.4041702,58.2998938,207,S Franklin St
-134.409543,58.299923,51,Egan Dr
-134.4398909,58.2995709,3780,N Douglas Hwy
-134.4098283,58.2997856,51,Egan Dr
-134.4259268,58.299677,,
-134.4094939,58.2997556,51,Egan Dr
-134.4191471,58.2998307,601,W Willoughby Ave
-134.4036493,58.2998438,326,Decker Way
-134.4231906,58.2997574,,
-134.4189544,58.2997106,601,W Willoughby Ave
-134.4041093,58.2998435,219,S Franklin St
-134.4027327,58.2998036,227,Gastineau Ave
-134.4229547,58.2997278,,
-134.4090912,58.2997161,51,Egan Dr
-134.4193527,58.2996678,601,W Willoughby Ave
-134.4040172,58.299752,219,S Franklin St
-134.409996,58.299726,51,Egan Dr
-134.4245285,58.2992694,1255,W Eighth St
-134.423169,58.299644,1107,W Eighth St
-134.4026123,58.2996819,231,Gastineau Ave
-134.4226404,58.2995633,,
-134.4035917,58.2997136,322,Decker Way
-134.4013086,58.2995415,,
-134.4214642,58.2990832,,
-134.4232957,58.2993918,1111,W Eighth St
-134.438919,58.2992266,3740,N Douglas Hwy
-134.4024791,58.2995643,255,Gastineau Ave
-134.4034491,58.2995873,323,Decker Way
-134.4191246,58.2992975,601,W Willoughby Ave
-134.4193301,58.2992858,601,W Willoughby Ave
-134.4011918,58.2994184,,
-134.4171214,58.2993479,601,W Willoughby Ave
-134.4032169,58.2995021,251,S Franklin St
-134.4036545,58.2995489,313,Decker Way
-134.4176438,58.2993052,601,W Willoughby Ave
-134.4220063,58.2993092,,
-134.4167058,58.2993243,601,W Willoughby Ave
-134.4022479,58.2994798,265,Gastineau Ave
-134.4182101,58.2992627,601,W Willoughby Ave
-134.4101648,58.2994231,,
-134.4104236,58.2992894,,
-134.4010725,58.2992982,,
-134.4099217,58.2994403,76,Egan Dr
-134.4105951,58.299284,,
-134.4095958,58.2993139,76,Egan Dr
-134.4063661,58.2992804,144,Marine Way
-134.4037131,58.2993948,251,S Franklin St
-134.4024668,58.2994095,269,Gastineau Ave
-134.408845,58.2991725,,
-134.4236382,58.2990487,,
-134.4231929,58.2989451,,
-134.403634,58.2993376,251,S Franklin St
-134.4021537,58.2992849,,
-134.400955,58.2991754,,
-134.4035703,58.2992793,251,S Franklin St
-134.4397323,58.298898,3741,N Douglas Hwy
-134.4212436,58.299088,,
-134.4226981,58.2987545,,
-134.4055436,58.2990724,144,Marine Way
-134.4008429,58.29905,,
-134.4379331,58.2988697,3670,N Douglas Hwy
-134.4007131,58.298931,,
-134.422162,58.2985962,,
-134.4205805,58.2989654,,
-134.4156476,58.2985994,,
-134.3978987,58.2983495,,
-134.401705,58.2989468,,
-134.4005659,58.2988187,,
-134.4215923,58.298472,,
-134.4243879,58.2984216,,
-134.4161447,58.2985724,,
-134.4025028,58.2988687,,
-134.416473,58.2985301,,
-134.4030845,58.2988501,289,S Franklin St
-134.416973,58.2985008,,
-134.4209981,58.2983878,,
-134.4015524,58.2988324,,
-134.4174864,58.2984583,,
-134.4189165,58.2984049,,
-134.4023657,58.2987525,331,Gastineau Ave
-134.4192559,58.2983851,,
-134.4203883,58.2983387,,
-134.4003502,58.2986628,,
-134.4180025,58.2984254,,
-134.4029508,58.2987331,307,S Franklin St
-134.4197556,58.2983042,,
-134.4014003,58.2987189,,
-134.4126485,58.2985218,345,Egan Dr
-134.4002008,58.2985524,,
-134.4342344,58.2976613,,
-134.4028185,58.2986155,315,S Franklin St
-134.4000437,58.2984426,,
-134.402684,58.2984972,314,Ewing Way
-134.3998824,58.2983312,,
-134.3967516,58.2976284,,
-134.4025471,58.2983794,314,Ewing Way
-134.4009002,58.298331,,
-134.4155144,58.2975953,,
-134.4007833,58.29821,,
-134.4016017,58.2981284,321,Ewing Way
-134.399102,58.2973956,,
-134.4006682,58.2980895,,
-134.402027,58.2979718,373,S Franklin St
-134.4019085,58.2978808,383,S Franklin St
-134.4005423,58.2976407,420,Gastineau Ave
-134.395223,58.2976322,,
-134.4008762,58.2975688,422,Gastineau Ave
-134.3951545,58.2973379,,
-134.4007262,58.2974902,,
-134.4010175,58.2974698,,
-134.4001206,58.2973916,,
-134.3963866,58.2965175,,
-134.4006517,58.2973839,,
-134.4342941,58.2972331,3451,Douglas Hwy
-134.4341523,58.2971626,3451,Douglas Hwy
-134.4010925,58.2973749,,
-134.4348698,58.2970984,3444,Nowell Ave
-134.4008803,58.297405,,
-134.400391,58.2972292,323,Martin Way
-134.4339453,58.2970398,3451,Douglas Hwy
-134.4012007,58.2972547,439,S Franklin St
-134.4008763,58.2972597,,
-134.4347301,58.2969545,3444,Nowell Ave
-134.4011078,58.2971956,439,S Franklin St
-134.3997829,58.297147,511,S Franklin St
-134.4345503,58.2968208,3444,Nowell Ave
-134.432042,58.2967716,,
-134.3999285,58.2970707,511,S Franklin St
-134.4335588,58.2967594,3441,Douglas Hwy
-134.4007546,58.2970317,465,S Franklin St
-134.4000128,58.2969403,511,S Franklin St
-134.4343477,58.2966707,3444,Nowell Ave
-134.4006235,58.2969843,465,S Franklin St
-134.400584,58.2969598,489,S Franklin St
-134.4004196,58.2968747,489,S Franklin St
-134.4315441,58.2963506,3370,Douglas Hwy
-134.397117,58.2959283,,
-134.4339494,58.2966172,162,Sitka St
-134.399635,58.2967228,511,S Franklin St
-134.4341846,58.2965302,168,Sitka St
-134.4337995,58.2965053,150,Sitka St
-134.4344,58.2964521,3440,Nowell Ave
-134.4330631,58.2963596,3411,Douglas Hwy
-134.4340382,58.2964183,168,Sitka St
-134.4003471,58.2965414,490,S Franklin St
-134.4328838,58.2962287,3411,Douglas Hwy
-134.4337633,58.2961959,3360,Nowell Ave
-134.4003772,58.2964738,490,S Franklin St
-134.4336649,58.2961312,3411,Douglas Hwy
-134.4327053,58.2960951,3371,Douglas Hwy
-134.4005859,58.2963692,490,S Franklin St
-134.3994288,58.2963465,,
-134.4335019,58.2960055,3411,Douglas Hwy
-134.390667,58.2946146,490,S Franklin St
-134.4309965,58.2958923,3320,Douglas Hwy
-134.4325303,58.2959603,3371,Douglas Hwy
-134.39871,58.296055,,
-134.4008063,58.2962599,490,S Franklin St
-134.3999851,58.2959636,,
-134.433326,58.2958716,,
-134.4323551,58.2958247,3351,Douglas Hwy
-134.4331503,58.2957375,3340,Nowell Ave
-134.3988845,58.2960036,,
-134.4321748,58.2956899,3321,Douglas Hwy
-134.3986438,58.2959013,,
-134.4329745,58.2956018,3330,Nowell Ave
-134.4307048,58.2956174,3310,Douglas Hwy
-134.399219,58.2954073,550,S Franklin St
-134.3985238,58.2957937,,
-134.4339206,58.2954569,3333,Nowell Ave
-134.432797,58.2954666,3320,Nowell Ave
-134.4304831,58.2954835,3294,Douglas Hwy
-134.393996,58.2948467,,
-134.398394,58.29569,,
-134.4337448,58.2953236,3333,Nowell Ave
-134.4303377,58.2953126,3290,Douglas Hwy
-134.39832,58.2954105,,
-134.4335683,58.2951891,201,Cordova St
-134.4314479,58.2951615,102,Cordova St
-134.4300917,58.295109,3280,Douglas Hwy
-134.4312705,58.2950268,3291,Douglas Hwy
-134.4320666,58.2949355,3300,Nowell Ave
-134.4310928,58.2948921,3281,Douglas Hwy
-134.4297969,58.2948798,3260,Douglas Hwy
-134.3979674,58.2950915,,
-134.4318782,58.2947915,3290,Nowell Ave
-134.4309153,58.2947567,3271,Douglas Hwy
-134.4316774,58.2946395,3280,Nowell Ave
-134.4295347,58.2946635,3240,Douglas Hwy
-134.4307368,58.2946216,3249,Douglas Hwy
-134.4314782,58.2944875,3270,Nowell Ave
-134.4325625,58.2944719,3291,Nowell Ave
-134.4305588,58.2944889,3249,Douglas Hwy
-134.4292502,58.2944403,3220,Douglas Hwy
-134.3904116,58.293425,490,S Franklin St
-134.4312777,58.2943358,3260,Nowell Ave
-134.4303847,58.2943583,3241,Douglas Hwy
-134.4323608,58.2943189,3281,Nowell Ave
-134.4339217,58.2942089,3311,Foster Ave
-134.4288843,58.294202,3200,Douglas Hwy
-134.4302148,58.2942187,3231,Douglas Hwy
-134.4311567,58.2942417,3260,Nowell Ave
-134.4321585,58.2941659,3271,Nowell Ave
-134.4328668,58.2941763,,
-134.3915586,58.2934895,,
-134.431112,58.294208,3240,Nowell Ave
-134.3956525,58.2936551,889,S Franklin St
-134.4309989,58.2941255,3240,Nowell Ave
-134.433714,58.2940516,3301,Foster Ave
-134.4300273,58.2940823,3221,Douglas Hwy
-134.4343686,58.2940206,3304,Pioneer Ave
-134.4319564,58.2940132,3261,Nowell Ave
-134.4326769,58.2940324,3280,Foster Ave
-134.4308012,58.2939727,3230,Nowell Ave
-134.4285688,58.2940006,3190,Douglas Hwy
-134.4298503,58.2939482,,
-134.4335068,58.2938944,3291,Foster Ave
-134.4341452,58.2938517,3294,Pioneer Ave
-134.4324845,58.2938871,3270,Foster Ave
-134.4317555,58.2938609,3251,Nowell Ave
-134.4305766,58.2938038,3220,Nowell Ave
-134.4283002,58.2938337,3180,Douglas Hwy
-134.429673,58.2938144,3201,Douglas Hwy
-134.3969049,58.2935921,700,S Franklin St
-134.3966654,58.2940665,801,S Franklin St
-134.4332981,58.2937373,3281,Foster Ave
-134.4322934,58.293742,3260,Foster Ave
-134.431554,58.2937088,3241,Nowell Ave
-134.4339219,58.2936826,3284,Pioneer Ave
-134.4294346,58.2936332,3201,Douglas Hwy
-134.430354,58.293635,3210,Nowell Ave
-134.3851092,58.2912091,490,S Franklin St
-134.4330797,58.2935719,3271,Foster Ave
-134.4321029,58.2935973,3250,Foster Ave
-134.4279749,58.2935634,3140,Douglas Hwy
-134.4313555,58.2935569,3231,Nowell Ave
-134.4337002,58.2935151,3274,Pioneer Ave
-134.4291154,58.2934207,3181,Douglas Hwy
-134.4301051,58.2934392,3200,Nowell Ave
-134.4319096,58.2934514,3240,Foster Ave
-134.4328562,58.2934028,3261,Foster Ave
-134.4311592,58.2934112,3221,Nowell Ave
-134.4334789,58.2933478,3264,Pioneer Ave
-134.4317608,58.2933402,3220,Foster Ave
-134.429732,58.2931679,3170,Nowell Ave
-134.4275732,58.2933642,3130,Douglas Hwy
-134.428824,58.2932694,,
-134.4326353,58.2932349,3251,Foster Ave
-134.4309644,58.2932624,3211,Nowell Ave
-134.4316228,58.2932317,3220,Foster Ave
-134.4332568,58.2931796,,
-134.4273038,58.2932381,3120,Douglas Hwy
-134.4286041,58.2931543,3141,Douglas Hwy
-134.4307172,58.2930736,3201,Nowell Ave
-134.4324138,58.2930662,3241,Foster Ave
-134.4314275,58.2930875,3210,Foster Ave
-134.433034,58.2930107,,
-134.4283798,58.2930396,3131,Douglas Hwy
-134.4269817,58.2930769,3110,Douglas Hwy
-134.4293245,58.2929699,3160,Nowell Ave
-134.4338287,58.2928439,3241,Pioneer Ave
-134.43219,58.2928975,3241,Foster Ave
-134.4265477,58.2928896,3090,Douglas Hwy
-134.431183,58.2928997,3200,Foster Ave
-134.428155,58.2929262,3121,Douglas Hwy
-134.4328111,58.2928417,3234,Pioneer Ave
-134.4303927,58.292844,3181,Nowell Ave
-134.3896094,58.2921417,1585,Thane Rd
-134.4279268,58.2928146,3117,Douglas Hwy
-134.4335763,58.2926515,,Pioneer Ave
-134.4287848,58.2926978,3140,Nowell Ave
-134.4277035,58.2927029,,
-134.4300502,58.2926734,3171,Nowell Ave
-134.4261668,58.2926871,3070,Douglas Hwy
-134.3914006,58.2921544,,
-134.4333614,58.292489,3221,Pioneer Ave
-134.4305314,58.2925734,2008,Fairbanks St
-134.4285155,58.2925611,3120,Nowell Ave
-134.4274766,58.2925901,3111,Douglas Hwy
-134.4282457,58.2924263,3108,Nowell Ave
-134.4279957,58.2923021,3090,Nowell Ave
-134.4253703,58.2922775,3030,Douglas Hwy
-134.4265763,58.2921337,3051,Douglas Hwy
-134.4245007,58.2921613,3010,Douglas Hwy
-134.4251345,58.2920936,3020,Douglas Hwy
-134.4263524,58.2920202,3041,Douglas Hwy
-134.4248498,58.2919858,3010,Douglas Hwy
-134.4244414,58.2918705,2990,Douglas Hwy
-134.4261275,58.2919064,3031,Douglas Hwy
-134.4270156,58.2918056,3040,Nowell Ave
-134.4259016,58.2917931,,
-134.4240664,58.291682,2970,Douglas Hwy
-134.4267341,58.2916636,3038,Nowell Ave
-134.4256788,58.2916792,,
-134.4254536,58.2915662,3001,Douglas Hwy
-134.4236653,58.2914995,2950,Douglas Hwy
-134.4264006,58.2914971,3028,Nowell Ave
-134.425228,58.291452,2991,Douglas Hwy
-134.4233046,58.2913637,2940,Douglas Hwy
-134.4259992,58.2912959,,
-134.4250039,58.2913382,2981,Douglas Hwy
-134.4228423,58.2912699,2936,Douglas Hwy
-134.4247823,58.2912344,2971,Douglas Hwy
-134.4256489,58.2911172,2940,Nowell Ave
-134.4244254,58.2912317,2960,Nowell Ave
-134.4267352,58.2910265,3007,Nowell Ave
-134.4253649,58.2909778,,
-134.4306032,58.2909446,3167,Pioneer Ave
-134.4235634,58.2911636,2940,Douglas Hwy
-134.4234279,58.2911381,2936,Douglas Hwy
-134.3914303,58.2905167,1080,Thane Rd
-134.4311552,58.2905778,3012,Goodwin Rd
-134.4303392,58.2907803,3163,Pioneer Ave
-134.4270222,58.2907462,,
-134.4260464,58.290731,2967,Nowell Ave
-134.4301125,58.2906322,3159,Pioneer Ave
-134.4267014,58.2906249,2974,Foster Ave
-134.4298576,58.2905031,3155,Pioneer Ave
-134.4263865,58.2904895,2970,Foster Ave
-134.4306471,58.2902754,3008,Goodwin Rd
-134.4295781,58.2903617,3153,Pioneer Ave
-134.4213848,58.2903848,2850,Douglas Hwy
-134.4319503,58.2900317,3009,Goodwin Rd
-134.4293702,58.2901857,3151,Pioneer Ave
-134.4301063,58.2899273,3004,Goodwin Rd
-134.4205984,58.2899548,2800,Douglas Hwy
-134.4324255,58.289811,3010,Blueberry Hills Rd S
-134.4291539,58.2900166,3145,Pioneer Ave
-134.4312519,58.2897134,3005,Goodwin Rd
-134.4296625,58.2895842,3000,Goodwin Rd
-134.4289445,58.2898419,3141,Pioneer Ave
-134.4332491,58.2894982,3013,Blueberry Hills Rd S
-134.4195867,58.2895839,2760,Douglas Hwy
-134.4286412,58.2895839,3133,Pioneer Ave
-134.4317303,58.2894907,3004,Blueberry Hills Rd S
-134.422353,58.2897517,2806,John St
-134.3795198,58.2879169,490,S Franklin St
-134.4230413,58.2897369,2816,Peters Ln
-134.4229292,58.2897076,2814,Peters Ln
-134.4228291,58.2896664,2812,Peters Ln
-134.4326563,58.2892335,3009,Blueberry Hills Rd S
-134.4227231,58.2896231,2810,Peters Ln
-134.4226139,58.2895782,2808,Peters Ln
-134.4225047,58.2895333,2806,Peters Ln
-134.4233778,58.2894259,,
-134.4222751,58.289491,2800,Peters Ln
-134.4221954,58.2894555,2800,Peters Ln
-134.4223887,58.2895036,2800,Peters Ln
-134.4285522,58.2891295,2918,Blueberry Hills Rd S
-134.4237988,58.2893487,2961,Simpson Ave
-134.4320621,58.2889964,3005,Blueberry Hills Rd S
-134.4280886,58.2888966,,
-134.4190059,58.2891981,2616,Douglas Hwy
-134.3877414,58.288685,1301,Eastaugh Way
-134.4230069,58.2892648,,
-134.423686,58.2892859,2959,Simpson Ave
-134.4235667,58.2892305,2957,Simpson Ave
-134.4234562,58.2891719,2953,Simpson Ave
-134.4226772,58.2891198,2811,Peters Ln
-134.4210076,58.2891235,2768,David St
-134.4233519,58.2891141,2951,Simpson Ave
-134.4242793,58.2890816,2966,Simpson Ave
-134.4314219,58.2888106,2999,Blueberry Hills Rd S
-134.421416,58.2891363,,
-134.4232474,58.2890642,2949,Simpson Ave
-134.4224731,58.2890312,2809,Peters Ln
-134.4241408,58.2890037,2964,Simpson Ave
-134.4231313,58.2890128,2945,Simpson Ave
-134.4300985,58.2888258,2921,Blueberry Hills Rd S
-134.4223945,58.2889969,2807,Peters Ln
-134.4201923,58.2890356,2759,Douglas Hwy
-134.4183936,58.2888884,2640,Douglas Hwy
-134.4230475,58.2889504,2943,Simpson Ave
-134.4223248,58.2889665,2805,Peters Ln
-134.4229484,58.2889058,2941,Simpson Ave
-134.4210614,58.2887162,2751,John St
-134.3831175,58.2880348,1585,Thane Rd
-134.4199959,58.2888535,,
-134.422838,58.2888592,2937,Simpson Ave
-134.4292796,58.2886136,2917,Blueberry Hills Rd S
-134.4220583,58.288815,2762,John St
-134.4227575,58.2887982,2935,Simpson Ave
-134.4237376,58.2887759,2950,Simpson Ave
-134.4310471,58.2885096,2925,Jackson Rd
-134.42265,58.2887567,2933,Simpson Ave
-134.4218799,58.2886807,2760,John St
-134.3888967,58.2884776,,
-134.4225387,58.2887082,2929,Simpson Ave
-134.4299919,58.288507,2920,Jackson Rd
-134.4235943,58.2886948,2948,Simpson Ave
-134.4224601,58.2886469,2927,Simpson Ave
-134.4182004,58.2886314,2640,Douglas Hwy
-134.4234524,58.2886148,2942,Simpson Ave
-134.4272467,58.2882786,2906,Blueberry Hills Rd S
-134.4223528,58.2886033,2925,Simpson Ave
-134.4222467,58.2885531,2921,Simpson Ave
-134.4233114,58.2885354,2940,Simpson Ave
-134.4287463,58.288313,2913,Blueberry Hills Rd S
-134.4221668,58.2884947,2919,Simpson Ave
-134.4176606,58.2884307,,
-134.4220572,58.2884508,2917,Simpson Ave
-134.4231686,58.2884576,2934,Simpson Ave
-134.4294348,58.288223,2916,Jackson Rd
-134.4219533,58.2883996,2913,Simpson Ave
-134.4230325,58.2883759,2932,Simpson Ave
-134.4218724,58.2883433,2911,Simpson Ave
-134.4217781,58.2882917,2909,Simpson Ave
-134.4228883,58.2882974,2926,Simpson Ave
-134.4217479,58.2882062,2905,Simpson Ave
-134.4227454,58.2882165,2924,Simpson Ave
-134.4281448,58.2879927,2909,Blueberry Hills Rd S
-134.4216366,58.2881732,2903,Simpson Ave
-134.4304088,58.2879858,2917,Jackson Rd
-134.3882194,58.2881022,1308,Eastaugh Way
-134.4289452,58.2879559,2912,Jackson Rd
-134.4171004,58.2881085,,
-134.4226028,58.2881361,2918,Simpson Ave
-134.4224608,58.2880556,2916,Simpson Ave
-134.3878305,58.2879149,1320,Eastaugh Way
-134.4223175,58.2879756,2910,Simpson Ave
-134.4275741,58.2876914,,
-134.4182136,58.2880067,2621,Douglas Hwy
-134.4297853,58.2876537,2913,Jackson Rd
-134.4221652,58.287899,2908,Simpson Ave
-134.4284557,58.2876885,2908,Jackson Rd
-134.4181118,58.2879215,2611,Douglas Hwy
-134.3793178,58.2861563,1585,Thane Rd
-134.4220142,58.2878373,2904,Simpson Ave
-134.3874432,58.2877284,1330,Eastaugh Way
-134.4218988,58.2877962,2902,Simpson Ave
-134.4217937,58.287758,2900,Simpson Ave
-134.4216729,58.2877264,2892,Simpson Ave
-134.4214434,58.2876184,2886,Simpson Ave
-134.4292668,58.2873576,2909,Jackson Rd
-134.427966,58.2874206,2904,Jackson Rd
-134.4204691,58.287629,2632,John St
-134.4204378,58.2875871,2630,John St
-134.4204095,58.2875492,2628,John St
-134.4203715,58.287501,2626,John St
-134.4209894,58.2872558,2621,John St
-134.4203212,58.2874321,2624,John St
-134.4274752,58.2871546,2900,Jackson Rd
-134.4175466,58.2873453,,
-134.4202752,58.2873597,2622,John St
-134.4189799,58.2873364,2685,David St
-134.4287778,58.2870864,2905,Jackson Rd
-134.4183979,58.2872524,,
-134.4188074,58.2871145,2675,David St
-134.418092,58.2870745,,
-134.4184955,58.2869373,,
-134.3826752,58.2865293,1580,Thane Rd
-134.3856945,58.2859074,1540,Thane Rd
-134.3846534,58.2858121,1540,Thane Rd
-134.4060942,58.2790111,,
-134.4104893,58.2858065,2362,Old Lawson Creek Rd
-134.4100513,58.2856656,2354,Old Lawson Creek Rd
-134.4101067,58.2849676,2300,Old Lawson Creek Rd
-134.4082441,58.2840663,,
-134.4074571,58.284053,2130,2nd St
-134.4084319,58.2839191,2204,Douglas Hwy
-134.4070177,58.2838954,2126,2nd St
-134.4066937,58.2837221,2124,2nd St
-134.4063803,58.2835708,2110,2nd St
-134.406016,58.2833928,,
-134.4072978,58.2833662,2125,2nd St
-134.4056605,58.2832179,2100,2nd St
-134.4070109,58.2832163,2121,2nd St
-134.4067506,58.2830815,2113,2nd St
-134.4046246,58.2828785,1760,Capital View Ct
-134.4041712,58.2827475,1756,Capital View Ct
-134.3679105,58.2821485,,
-134.4041174,58.2822844,1746,2nd St
-134.3668958,58.28196,1585,Thane Rd
-134.3678447,58.2813394,1585,Thane Rd
-134.3696818,58.2817929,1585,Thane Rd
-134.3708347,58.2819335,1585,Thane Rd
-134.4051157,58.2822277,,
-134.407623,58.2819521,,
-134.4038597,58.2821492,1742,2nd St
-134.4061553,58.2818717,1801,Douglas Hwy
-134.4048577,58.2820932,,
-134.4029504,58.2820857,1731,Beach Dr
-134.4036013,58.2820134,1738,2nd St
-134.4026711,58.281962,,
-134.4045982,58.2819583,1745,2nd St
-134.4033426,58.2818784,1734,2nd St
-134.4043405,58.2818237,,
-134.4051778,58.2815556,1789,Douglas Hwy
-134.406825,58.2810892,,
-134.4030835,58.2817435,1730,2nd St
-134.4040822,58.2816885,,
-134.4028254,58.281609,1728,2nd St
-134.4056279,58.2812564,1749,Douglas Hwy
-134.4014044,58.2814424,1701,Beach Dr
-134.4025664,58.2814746,1726,2nd St
-134.4034976,58.2813855,1731,2nd St
-134.4023155,58.2813407,1715,Beach Dr
-134.4033054,58.2812846,1727,2nd St
-134.4008402,58.2812291,1641,Beach Dr
-134.404259,58.2809825,1717,Douglas Hwy
-134.420557,58.2786339,,
-134.4030591,58.2811526,1724,Douglas Hwy
-134.400489,58.2810964,1631,Beach Dr
-134.4087331,58.2800413,4000,Crow Hill Dr
-134.4028545,58.2810492,1720,Douglas Hwy
-134.4000221,58.2810143,1621,Beach Dr
-134.4049135,58.2806037,,
-134.4027158,58.2809785,1718,Douglas Hwy
-134.4026135,58.2809225,1716,Douglas Hwy
-134.4001877,58.2809234,1621,Beach Dr
-134.4008686,58.2808367,1624,2nd St
-134.4024811,58.2808556,1714,Douglas Hwy
-134.3997116,58.2808627,1613,Beach Dr
-134.4002923,58.2808704,1621,Beach Dr
-134.4035302,58.2802855,1617,Douglas Hwy
-134.4004986,58.2807278,1620,2nd St
-134.399443,58.2807309,1603,Beach Dr
-134.399872,58.2807728,1613,Beach Dr
-134.4032748,58.2802858,1617,Douglas Hwy
-134.3999662,58.2807175,1613,Beach Dr
-134.4002031,58.2805829,1612,2nd St
-134.3996034,58.280641,1603,Beach Dr
-134.3991766,58.2806025,1535,Beach Dr
-134.4014412,58.2805189,1625,2nd St
-134.3996983,58.2805862,1603,Beach Dr
-134.3999358,58.2804515,1600,2nd St
-134.3989128,58.2804729,1527,Beach Dr
-134.3993392,58.2805133,1535,Beach Dr
-134.4010884,58.2803824,1621,2nd St
-134.3994348,58.2804591,1535,Beach Dr
-134.3996744,58.2803256,1528,2nd St
-134.398643,58.2803398,1519,Beach Dr
-134.3990686,58.2803858,1527,Beach Dr
-134.4008397,58.2802396,1617,2nd St
-134.3991669,58.2803305,1527,Beach Dr
-134.399412,58.2801952,1518,2nd St
-134.398801,58.2802532,1519,Beach Dr
-134.3983814,58.2802081,1511,Beach Dr
-134.4005887,58.2800953,1601,2nd St
-134.4037972,58.2794462,2201,Crow Hill Dr
-134.3988987,58.2801972,1519,Beach Dr
-134.4035477,58.2756671,,
-134.399138,58.2800607,1514,2nd St
-134.3985378,58.2801203,1511,Beach Dr
-134.3982117,58.2800227,1503,1st St
-134.4002003,58.2800392,,
-134.3986329,58.2800653,1511,Beach Dr
-134.3988725,58.2799294,1510,2nd St
-134.3999327,58.2799078,1519,2nd St
-134.4005374,58.2798486,1520,Douglas Hwy
-134.3608554,58.2785499,,
-134.3986063,58.2797992,1506,2nd St
-134.399669,58.2797779,1515,2nd St
-134.4002707,58.2797173,1520,Douglas Hwy
-134.399404,58.2796478,1511,2nd St
-134.4000094,58.279586,1520,Douglas Hwy
-134.3991377,58.2795164,1505,2nd St
-134.399745,58.2794541,1512,3rd St
-134.396434,58.2794339,,
-134.3988707,58.279384,1503,2nd St
-134.397815,58.2794001,1410,2nd St
-134.3994807,58.2793219,1508,3rd St
-134.3977293,58.2793508,1408,2nd St
-134.3959033,58.2793732,,
-134.3962486,58.2793388,,
-134.3986506,58.2792648,1413,2nd St
-134.3955779,58.2793083,,
-134.3992229,58.279192,1500,3rd St
-134.3984713,58.2791663,1413,2nd St
-134.3957775,58.2791991,1300,1st St
-134.3961003,58.2792637,,
-134.395263,58.2791482,,
-134.3990095,58.279075,1414,3rd St
